id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51196105,East Village Oasis,14988400,Sharon,,West Town,41.8976,-87.67586,Entire home/apt,116,2,21,2022-01-16,2.96,3,19,21,R21000068872
51205312,Private Basement Studio,348944587,Kerilyn,,Logan Square,41.92891,-87.70107,Entire home/apt,67,32,31,2022-03-16,3.96,2,348,31,R20000060227
51209587,"Splendid Streeterville 1BR w/ Gym, Pool, near Navy Pier, by Blueground",107434423,Blueground,,Near North Side,41.892502,-87.61628,Entire home/apt,158,32,0,,,438,9,0,
51211000,Kasa 🚕 Brand New Building + Great Location and Work Friendly 🚕 Chicago Old Town,88566861,Kasa,,Near North Side,41.89638,-87.63553,Entire home/apt,155,2,10,2022-01-02,1.55,9,358,10,2791598
51211015,"Kasa 🚕 New Building, Family Friendly + Excellent Location 🚕 Chicago Old Town",88566861,Kasa,,Near North Side,41.89597,-87.63368,Entire home/apt,223,2,18,2022-03-13,2.28,9,325,18,2791598
51211027,Kasa 🚕 Modern New Building + Rooftop Pool 🚕 Chicago Old Town,88566861,Kasa,,Near North Side,41.89574,-87.63506,Entire home/apt,101,2,25,2022-03-06,3.55,9,332,25,2791598
51211039,"Kasa 🚕 Modern Building, Rooftop Lounge + Gym 🚕 Chicago Old Town",88566861,Kasa,,Near North Side,41.89794,-87.63404,Entire home/apt,116,2,31,2022-03-13,4.06,9,358,31,2791598
51211288,Bedroom for rent in charming home,9996343,Leticia,,Logan Square,41.91822,-87.71946,Private room,50,2,3,2022-02-27,0.73,1,0,3,R21000073120
51212716,"Chicago-Garden 1-BR, Beverly/Morgan Pk, Chicago",88374012,Kim,,Morgan Park,41.69145,-87.67883,Entire home/apt,140,30,0,,,1,104,0,R21000069211
51213503,Large 1 bedroom + private deck in Wrigleyville!,414525497,Courtney,,Lake View,41.94676,-87.66941,Entire home/apt,152,1,5,2021-10-11,0.68,1,198,5,R21000069015
51214098,"Lovely Streeterville Studio w/ Gym, Pool, near Navy Pier, by Blueground",107434423,Blueground,,Near North Side,41.892502,-87.61628,Entire home/apt,111,32,1,2021-10-07,0.19,438,222,1,
51216314,Grand Duplex in Pilsen Located on 18th Street,33234926,Alejandra,,Lower West Side,41.85884,-87.65151,Entire home/apt,169,3,17,2022-01-19,2.23,1,147,17,R21000069502
51216847,2BD|2BA| SOUTH LOOP | RIVER and CITY VIEWS,202067663,Key Island,,Loop,41.86923,-87.63307,Entire home/apt,195,2,0,,,1,286,0,R22000076819
51222496,Room T3,327103193,Jorge,,Near West Side,41.86642,-87.68405,Private room,40,90,6,2021-12-03,0.74,26,43,6,2797388
51223205,NEW Unique BOHO house in Wicker Park,70332680,Lina,,West Town,41.90842,-87.67053,Entire home/apt,155,2,5,2021-11-07,0.68,2,0,5,R21000069362
51229119,Spectacular Gold Coast villa w parking/sleeps 10,395498979,Milan,,Near North Side,41.90363,-87.63098,Entire home/apt,623,2,31,2022-03-06,4.08,16,296,31,R21000026918
51231216,"Cozy 2 bedroom 2 bath home,  near UC-Downtown-Lake",2725609,Michele,,Greater Grand Crossing,41.75249,-87.60544,Private room,66,2,8,2022-01-02,1.24,1,351,8,R21000069314
51234303,"3 Bedroom, 2 Bath Gem! Free Parking & CTA-1 block",414775983,Alexis,,Washington Park,41.79708,-87.61679,Entire home/apt,100,1,4,2022-03-14,1.58,3,170,4,2822965
51234936,"Kasa  🛍 Studio + Balcony, Whole Foods Downstairs  🛍 River North",88566861,Kasa,,Near North Side,41.89457,-87.62796,Entire home/apt,135,2,160,2022-03-14,20.96,9,364,160,2694638
51234939,"Kasa 🛍 Cozy Studio, Walk to Shopping & Dining 🛍 Chicago River North",88566861,Kasa,,Near North Side,41.89611,-87.62789,Entire home/apt,131,2,24,2022-02-20,3.13,9,358,24,2694638
51235247,Kasa 🛍 Sunny South-Facing 1BD with a Balcony 🛍 River North,88566861,Kasa,,Near North Side,41.89613,-87.62806,Entire home/apt,154,2,39,2022-02-14,5.06,9,364,39,2694638
51241143,Room T2,327103193,Jorge,,Near West Side,41.86852,-87.68591,Private room,31,20,7,2022-03-02,0.87,26,52,7,2797388
51246931,"Cortez Bells 1 bed, 1 bath, + Den/office/bedroom",935002,Orysia,,West Town,41.90143,-87.68644,Entire home/apt,100,32,1,2021-11-24,0.26,1,180,1,
51252210,Modern cozy bedroom in historic home |Free parking,22783256,Giang,,Grand Boulevard,41.80546,-87.61385,Private room,55,2,3,2022-02-21,0.87,1,29,3,R21000073650
51252382,F. MANSION SHARED COED RM NOT PRIVATE TOP BUNK BED,163484540,Francineuma Vitoriano Dos Santos,,Calumet Heights,41.72787,-87.5771,Shared room,13,2,2,2022-03-15,0.31,20,333,2,R21000062044
51269869,Vintage 2-Level Apartment in Lincoln Park!,92832983,Lauren,,Lincoln Park,41.91852,-87.64945,Entire home/apt,195,1,8,2021-11-28,1.24,1,50,8,R21000070394
51270516,Cheerful 4-bedroom house with patio,404766394,Thatheu,,Irving Park,41.948555,-87.727196,Entire home/apt,185,2,1,2021-10-24,0.21,1,365,1,R21000071275
51278295,"Amazing Streeterville 1BR w/ Gym, Pool, near Navy Pier, by Blueground",107434423,Blueground,,Near North Side,41.892502,-87.61628,Entire home/apt,117,32,0,,,438,173,0,
51278722,Private Room G,338076137,Tetyana,,East Garfield Park,41.87646,-87.71493,Private room,35,31,11,2022-01-19,1.43,6,71,11,R20000055778
51282944,Spacious & Quiet King Room in Oak Park (Rm or Apt),384544337,Ora,,Austin,41.90805,-87.77498,Private room,65,1,7,2022-01-01,0.91,3,89,7,
51284362,2B2B in Lincoln Park (Free Parking & Laundry),17542370,Ria,,Lincoln Park,41.92597,-87.66117,Entire home/apt,312,2,22,2022-02-27,3.07,2,31,22,R20000058479
51284785,Andersonville Charmer,13663058,Leslie,,Edgewater,41.98871,-87.67191,Entire home/apt,55,30,3,2022-01-07,0.42,1,0,3,R21000064601
51288331,2 Bed Skyline View 420-F Loft w/ Private Rooftop,99260498,Richie,,West Town,41.89046,-87.67768,Entire home/apt,395,3,0,,,4,352,0,R21000072293
51288746,"💙⚾️ 💙Great Apt, 3 miles West of Wrigley Field 💙⚾️💙",347782025,Troy,,Irving Park,41.94842,-87.73388,Entire home/apt,236,2,7,2022-03-13,1.33,1,220,7,R21000070152
51290153,Unique Condo in the Heart of Chicago's North Side,7239384,Joe,,North Center,41.95908,-87.68054,Entire home/apt,150,2,8,2021-11-21,1.24,2,77,8,R17000014615
51290608,"Comfy Private Room ""S"", in Quiet, Safe North Area.",180983956,Jaime,,Irving Park,41.95768,-87.71612,Private room,36,1,8,2022-01-02,1.12,3,159,8,R19000040394
51300622,Stylish One Bedroom in an Amenity packed building!,391945218,Matt,,Loop,41.88761,-87.61922,Entire home/apt,312,32,0,,,35,66,0,
51305322,Cozy bedroom in Irving convenient location!!!!!,55699305,Maria Camila,,Irving Park,41.95517,-87.71143,Private room,45,2,7,2022-02-27,1.00,2,0,7,R21000064651
51307426,Chic minimalist Studio across  from Grant Park!!!,403757590,Susan,,Loop,41.87068,-87.6257,Entire home/apt,102,32,1,2022-02-06,0.75,1,338,1,
51309219,BEST In Chicago. Entire condo w/FREE Gated parking,98011431,Kyle,,Washington Park,41.78649,-87.61735,Entire home/apt,115,2,9,2022-01-09,2.14,1,229,9,R21000073022
51309614,Spacious Comfy Stays W/ Selfcheck-in 80Mbps 📶☕️,415539039,David,,Belmont Cragin,41.93049,-87.76302,Entire home/apt,83,1,19,2022-02-01,2.84,1,71,19,R21000069819
51310640,Millennium Park King 1+1,182280566,LuxClub,,Loop,41.88649,-87.62628,Entire home/apt,362,2,3,2022-01-03,0.50,8,244,3,R19000038525
51312841,Spacious & luxurious 2b/2b with optional parking,395498979,Milan,,Near South Side,41.85444,-87.62544,Entire home/apt,246,2,18,2022-03-13,2.40,16,279,18,R21000021151
51320497,"Dreamy South Loop 2BR w/ Pool, Gym, 2 blocks to Grant Park, by Blueground",107434423,Blueground,,Loop,41.871979,-87.627213,Entire home/apt,168,32,0,,,438,52,0,
51329531,🌹 Charming 1BR Garden Unit In Humboldt Park 🌹,130023857,Roman,,Humboldt Park,41.902237,-87.716537,Entire home/apt,130,2,10,2021-12-24,1.32,5,362,10,R12345678901
51332041,*May:RmH:3LOCATIONS$500-1650 MNTH•LUX•STUDENT$900,367411016,Taylor,,East Garfield Park,41.88484,-87.69506,Private room,29,32,0,,,29,365,0,
51332463,May:RmH: 3LOCATIONS$500-1650 MNTH•LUX•STUDENT$900,367411016,Taylor,,East Garfield Park,41.88482,-87.69603,Private room,29,32,0,,,29,365,0,
51332825,Room T1,327103193,Jorge,,Near West Side,41.86772,-87.68587,Private room,35,25,2,2021-10-17,0.28,26,77,2,2797388
51333589,Open airy high ceiling apartment,111612962,Jesse,,Bridgeport,41.83467,-87.64013,Private room,81,1,9,2021-10-18,1.19,2,350,9,R20000055482
51347270,Breathtaking Getaway in Prime Lakeview Location!,145539175,Jeffrey,,Lake View,41.93864,-87.66493,Entire home/apt,193,1,9,2022-03-07,1.52,1,319,9,R21000067815
51347437,"Comfy Private Room ""N"", in Quiet, Safe North Area.",180983956,Jaime,,Irving Park,41.95771,-87.71408,Private room,43,1,4,2021-12-14,0.58,3,361,4,R19000040394
51350783,Portage Park Apartment with Office Space,18670482,Sylvester,,Portage Park,41.9565,-87.74727,Entire home/apt,82,32,1,2022-01-03,0.41,2,216,1,
51359155,Entire Garden Unit in Colorful Pilsen,904606,Amali,,Lower West Side,41.85016,-87.68132,Entire home/apt,81,5,7,2022-01-15,0.97,1,127,7,R21000062696
51364021,Lovely Studio in Great Location Chicago,313006843,Alondra,,Uptown,41.96735,-87.66966,Entire home/apt,100,2,21,2022-03-09,3.66,1,57,21,R21000071069
51365520,Wrigley Field- Walk score 92 -Chef’s Kitchen- 4BR- Parking,416014183,Managed,,Lake View,41.94933,-87.65827,Entire home/apt,388,2,14,2022-01-16,1.95,1,346,14,R21000068737
51365911,🌹 Boho Chic 2BR Apartment In Humboldt Park 🌹,130023857,Roman,,Humboldt Park,41.902237,-87.716537,Entire home/apt,189,2,5,2021-09-20,0.68,5,365,5,R12345678901
51367697,Room T6,327103193,Jorge,,Near West Side,41.86696,-87.68385,Private room,41,28,1,2022-02-28,0.94,26,52,1,2797388
51368004,Luxury house 4-bed 2.5-bath near Chicago downtown,129809208,Junni,,North Park,41.98921,-87.71123,Entire home/apt,324,3,2,2021-12-25,0.54,4,301,2,R17000015469
51368072,Fully updated 3 bedroom in family neighborhood,93223427,Melanie,,Portage Park,41.95922,-87.75863,Entire home/apt,183,1,6,2022-01-23,1.24,1,310,6,R21000072139
51375623,Room T5,327103193,Jorge,,Near West Side,41.86657,-87.68565,Private room,27,7,9,2022-03-10,1.22,26,50,9,2797388
51375883,Newly 4 BDR|1BA Irving Park FREE strt Park&600MBPS,211029191,Daniel,,Irving Park,41.95468,-87.71123,Entire home/apt,321,2,9,2022-02-13,1.43,11,90,9,R21000061650
51378634,Cozy 2BR haus inn Pilsen with patio and fire pit,126543638,Alec,,Lower West Side,41.85533,-87.6679,Entire home/apt,143,2,18,2022-02-28,2.44,3,231,18,2803143
51379937,Designer 3b/2b family heaven/opt parking/sleeps 8,395498979,Milan,,Near South Side,41.85528,-87.62525,Entire home/apt,260,2,40,2022-03-12,5.43,16,259,40,R21000021855
51388636,Room T4,327103193,Jorge,,Near West Side,41.86763,-87.68408,Private room,35,28,3,2021-11-08,0.38,26,49,3,2797388
51389282,Charming Old Town 1 Bedroom,11036600,Mari,,Lincoln Park,41.91474,-87.63988,Entire home/apt,129,33,0,,,9,147,0,
51412664,"NEW! Cozy/Modern 2BR Apt,10min to ORD,15min/DT",111567885,Jeanine,,Portage Park,41.96357,-87.77674,Entire home/apt,93,3,20,2022-03-14,3.11,1,50,20,2807512
51419238,"Modern Medical District 1BR w/ Gym + W/D, 1 block to L, by Blueground",107434423,Blueground,,Near West Side,41.874676,-87.674538,Entire home/apt,113,32,0,,,438,357,0,
51419318,"Tasteful Medical District 1BR w/ Gym + W/D, 1 block to L, by Blueground",107434423,Blueground,,Near West Side,41.874676,-87.674538,Entire home/apt,119,32,1,2021-09-30,0.18,438,304,1,
51419378,"Lovely South Loop 2BR w/ Pool, Gym, 2 blocks to Grant Park, by Blueground",107434423,Blueground,,Loop,41.871979,-87.627213,Entire home/apt,153,32,0,,,438,74,0,
51430700,Lovely 1 bedroom w/ office space and free parking.,393542503,Candice,,Jefferson Park,41.98104,-87.77587,Entire home/apt,98,1,11,2022-02-13,1.64,1,320,11,R21000069684
51431792,Urban Sanctuary South Loop near McCormick Place,364844663,Pamela,,Douglas,41.84411,-87.62392,Entire home/apt,425,32,3,2022-02-28,0.46,1,343,3,R17000013710
51436430,MODERN 1 BD 1Ba KING SZ BED IN HYDE PARK AREA,227382424,Lanita,,Kenwood,41.81015,-87.60275,Entire home/apt,126,2,22,2022-03-13,3.42,1,303,22,R21000070398
51442670,Artist Designed Top Floor 2 Bed/2 Bath Duplex Up,5228189,Matthew,,West Town,41.89586,-87.66762,Entire home/apt,130,2,14,2022-02-20,2.13,17,69,14,R21000064782
51447714,Chic studio loft in downtown Chicago,163494700,Mary Ella,,Near North Side,41.89583,-87.63216,Entire home/apt,159,32,0,,,1,255,0,
51448340,New Listing! Feel at Home in West Lincoln Park,91582157,Patrick,,Lake View,41.9324,-87.67029,Entire home/apt,125,4,0,,,1,199,0,R21000072865
51450597,SCENIC CONDO STYLE GETAWAY BY MCCORMICK,77414650,Daz,,Douglas,41.84303,-87.62206,Entire home/apt,232,1,1,2021-08-19,0.14,15,365,1,R19000046222
51450723,Cozy one bedroom with semi-private beach access,416705127,Ata,,Rogers Park,42.01395,-87.66263,Entire home/apt,115,1,10,2021-12-19,1.82,1,0,10,R21000072036
51454618,Cozy 1114,398425487,Travis,,North Lawndale,41.86863,-87.69541,Private room,35,1,5,2021-09-14,0.68,1,0,5,R21000069682
51463094,Lovely 1-Bedroom loft,62098434,Sharon,,Logan Square,41.91697,-87.68579,Entire home/apt,210,2,0,,,1,365,0,R22000076186
51463554,Beautiful home in a vibrant Chicago Neighborhood.,25659505,Daphne,,Humboldt Park,41.90825,-87.71686,Entire home/apt,125,14,0,,,1,208,0,R21000073962
51465442,"Play in the Windy City, Rest by The ‘606’ #2",8762658,Beau,,Logan Square,41.91399,-87.71579,Entire home/apt,78,1,21,2022-03-07,3.13,2,151,21,2803136
51471726,"Desirable Portage Park, Room for Rent.",18670482,Sylvester,,Portage Park,41.95651,-87.74776,Private room,40,32,0,,,2,212,0,
51475924,Uptown Chicago Lovely and Cozy 3 bedrooms condo -,221473229,Kaylee & Ken,,Uptown,41.9719724493472,-87.65801299802241,Entire home/apt,159,1,4,2022-03-06,3.64,1,287,4,2641664
51476882,"Fantastic Medical District 2BR w/ Gym + W/D, 1 block to L, by Blueground",107434423,Blueground,,Near West Side,41.874676,-87.674538,Entire home/apt,154,32,0,,,438,319,0,
51476888,"Gorgeous Medical District 1BR w/ Gym + W/D, 1 block to L, by Blueground",107434423,Blueground,,Near West Side,41.874676,-87.674538,Entire home/apt,119,32,0,,,438,320,0,
51479557,"Premium Medical District 2BR w/ Gym + W/D, 1 block to L, by Blueground",107434423,Blueground,,Near West Side,41.874676,-87.674538,Entire home/apt,166,32,1,2021-09-21,0.17,438,290,1,
51488778,Bright and cozy apartment with FREE parking,150970583,Shamar,,Austin,41.88203,-87.77255,Entire home/apt,126,2,4,2022-01-02,0.97,1,336,4,R21000070491
51490629,Lovely 2BD Suite in the Heart of Medical District!,418584416,Nachole,,Near West Side,41.87005,-87.68767,Entire home/apt,79,1,11,2022-03-14,2.00,3,117,11,2808664
51491243,One Bedroom and Bath @ Boulder House,15534244,Luch,,Irving Park,41.955800497250955,-87.7133625003915,Entire home/apt,60,3,0,,,1,282,0,R21000074055
51492954,"1BR Perfect Home in the City, Close to Everything",166918192,Brad & Sara,,Near West Side,41.88498,-87.64315,Entire home/apt,116,1,41,2022-03-10,5.83,20,348,41,R21000062167
51493537,"5-min to Downtown Chicago, near Pay Parking | 1BR",166918192,Brad & Sara,,Near West Side,41.88495,-87.64288,Entire home/apt,120,1,29,2022-03-12,3.95,20,354,29,R21000063274
51493971,Private Room A5 by Chinatown,410504785,Ray,,Bridgeport,41.84355,-87.63899,Private room,28,3,19,2022-02-19,2.61,6,59,19,R21000069364
51494583,Room H1,327103193,Jorge,,South Chicago,41.74098,-87.55085,Private room,24,32,4,2022-02-03,0.68,26,62,4,
51501638,Loyola University | Spacious apartment.,104315495,Gabe,,Edgewater,41.99771,-87.65712,Entire home/apt,90,1,17,2022-02-20,2.54,1,306,17,R21000060742
51502365,NEW! Griffin Manor w/ Yard ~ 5 Mi to Dtwn Chicago!,121719854,Evolve,,East Garfield Park,41.87767,-87.71454,Entire home/apt,225,2,2,2021-10-24,0.38,8,354,2,R20000059435
51503549,Spacious 2 bed/2 bath condo by United center!,51260768,Savanna,,Near West Side,41.88156,-87.68193,Entire home/apt,159,2,17,2022-03-27,2.45,1,5,17,R21000069954
51508699,Ukrainian village Hipster pad,173305205,Nicoll,,West Town,41.89657,-87.69596,Entire home/apt,155,2,14,2022-03-14,2.15,5,345,14,R19000043235
51518924,Private spacious room with free parking,318110353,Erik,,Norwood Park,41.99609,-87.79769,Private room,39,32,0,,,1,214,0,
51519426,✨Rustic Studio Apartment Heart of Lincoln Square✨,96730613,Demitri,,Lincoln Square,41.96457,-87.6856,Entire home/apt,94,2,32,2022-03-15,5.52,11,299,32,R21000071071
51523984,Beautiful 1BR 1BA in Chicago Boystown/Wrigleyville,383187454,Kean,,Lake View,41.93986,-87.64235,Entire home/apt,105,3,21,2022-03-16,2.97,1,150,21,R21000069316
51524274,Ukrainian village Hipster  Coach house,173305205,Nicoll,,West Town,41.8978,-87.69428,Entire home/apt,143,2,11,2022-03-06,1.63,5,316,11,R19000043235
51530318,★ DOWNTOWN CHICAGO ★ Interactive Art Room,417440389,Asiah & Emeri,,Near North Side,41.896828,-87.628578,Private room,66,1,33,2022-03-05,5.50,2,102,33,R21000070031
51534630,Luxury Modern Living in the City,186698959,Jp,,Near North Side,41.90892,-87.63751,Entire home/apt,2000,2,2,2021-11-28,0.29,1,163,2,R10298570291
51541102,Lux stay at the heart of Wicker paradise outdoors,10489437,Tom & Megan,,West Town,41.908188,-87.67218,Private room,160,1,1,2021-12-05,0.29,2,174,1,R21000072503
51550386,"Dreamy South Loop Studio w/ Pool, Gym, Roof Deck, near L, by Blueground",107434423,Blueground,,Near South Side,41.864925,-87.624657,Entire home/apt,126,32,0,,,438,321,0,
51551406,"Ideal South Loop 1BR w/ Pool, Gym, Roof Deck, 1 block to L, by Blueground",107434423,Blueground,,Near South Side,41.864925,-87.624657,Entire home/apt,162,32,0,,,438,333,0,
51552048,Amazing 3 Bedroom Apartment in Wicker Park,9851063,Jason,,West Town,41.90254,-87.67437,Entire home/apt,200,4,0,,,1,94,0,R21000064602
51552662,"Sleek South Loop 1BR w/ Pool, Gym, Roof Deck, 1 block to L, by Blueground",107434423,Blueground,,Near South Side,41.864925,-87.624657,Entire home/apt,154,32,0,,,438,290,0,
51561068,Luxury  2/2+ Office Waterfront Condo Michigan Ave.,49626538,Nyshel,,Near South Side,41.8646,-87.62512,Entire home/apt,280,180,0,,,1,0,0,
51562942,L2 Private bedroom in Bridgeport near Downtown,402809675,Rafael,,Bridgeport,41.83887,-87.64363,Private room,31,2,18,2022-02-03,2.52,7,26,18,R21000063282
51565135,2 bdrm close to dwntwn/Midway w/ free parking!!,160231988,Rochelle,,North Lawndale,41.85664,-87.72136,Entire home/apt,114,1,6,2022-02-23,1.00,3,295,6,R21000070222
51565391,Bradbury Room,73114817,Leonid,,West Garfield Park,41.87299,-87.72663,Private room,45,1,9,2022-01-31,1.26,4,352,9,R20000059104
51569832,Welcome to the 6 corner Gem #2,184527999,Kahlil,,Logan Square,41.93118,-87.68862,Entire home/apt,150,4,0,,,2,136,0,R21000063916
51574318,Best location downtown in Chicago! PENTHOUSE UNIT,170785489,Dmd,,Near North Side,41.89964,-87.63847,Entire home/apt,403,2,21,2022-02-27,2.96,43,331,21,2500976
51578149,3 Bedroom rental in the heart of Chicago,134724493,Kelsey,,Lake View,41.934758014039716,-87.66012268913809,Entire home/apt,213,32,0,,,1,341,0,
51578922,Walker’s Paradise & A Garage Space,24337590,Obinna,,West Ridge,41.99805,-87.68744,Entire home/apt,132,3,0,,,3,145,0,R21000075343
51581957,L5 Private Bedroom in bridgeport near Downtown,402809675,Rafael,,Bridgeport,41.8383,-87.64169,Private room,40,2,13,2022-01-01,1.80,7,0,13,R21000063282
51584207,P8. Next to Downtown! Best location! Small bedroom,145551824,Aaron Emisael,,Logan Square,41.91708,-87.69445,Private room,54,2,20,2022-02-22,2.79,8,39,20,R19000041980
51584325,P7. Next to Downtown! Best location,145551824,Aaron Emisael,,Logan Square,41.91839,-87.69636,Private room,56,2,21,2022-03-01,2.93,8,39,21,R19000041980
51584386,P6. Next to Downtown! Best location,145551824,Aaron Emisael,,Logan Square,41.9187,-87.69629,Private room,50,2,6,2022-01-01,0.84,8,25,6,R19000041980
51594418,"LUX Cheerful Bedrooms, 2 Bath",340545527,Lux  Properties,,Greater Grand Crossing,41.76789,-87.6191,Private room,110,3,0,,,3,365,0,R21000070000
51612870,Chic ENTIRE Hyde Park 1bd/1bath Getaway UChicago,260317952,Mike,,Hyde Park,41.79885,-87.60494,Entire home/apt,116,2,16,2022-03-07,2.79,1,46,16,R21000071059
51620545,The South Loop Reserve I Sleep 6 I King + Queen Beds,375644856,Tony,,Loop,41.86985,-87.62603,Entire home/apt,159,3,25,2022-03-13,3.49,2,336,25,R20000056276
51622175,Brick/Timber Loft (West Loop),22931751,Apollo,,Near West Side,41.87915,-87.64339,Entire home/apt,299,1,0,,,1,0,0,R12345678910
51624169,2 bedroom 1 bath condo in lovely Logan Sqaure.,32509108,Rachel,,Logan Square,41.92421,-87.72105,Entire home/apt,112,32,0,,,1,249,0,
51625411,Magnificent corner apt w optional parking/sleeps 6,370154553,Innesa,,Near South Side,41.85555,-87.62344,Entire home/apt,239,2,38,2022-02-26,5.30,30,237,38,R21000052668
51632472,Lovely 2 bedroom apartment with Private Porch!,418273985,Victor,,Bridgeport,41.84035,-87.6573,Entire home/apt,79,2,36,2022-03-09,5.60,1,251,36,R21000070317
51633184,Charming & Bright Multilevel Townhome with Parking,418252077,Piyush,,Lincoln Park,41.91404,-87.64356,Entire home/apt,119,1,22,2022-03-14,3.13,1,302,22,R21000068266
51640329,Cultural Center Studio with private bath & Kitchen,418337049,Myra,,South Shore,41.76636,-87.56871,Entire home/apt,78,2,1,2021-12-21,0.34,5,365,1,R19000074711
51656658,"HUGE  Modern Beautiful  2BD/2BA, with Home Office",418487742,Omni,,Grand Boulevard,41.81201,-87.62335,Entire home/apt,198,1,10,2022-02-20,2.31,2,189,10,R21000070450
51657532,Cosy spacious convenient niche house,124980082,Marian,,Ohare,41.96514,-87.83361,Entire home/apt,150,3,5,2022-03-19,0.96,1,0,5,
51687785,STUDIO GREAT LOCATION DOWNTOWN BY HANCOCK BUILDING,49626033,Roma,,Near North Side,41.89967,-87.62212,Entire home/apt,100,32,0,,,35,365,0,
51696840,Bronzville Luxury APT 9 mins From Downtown,130283273,Denise,,Grand Boulevard,41.80977,-87.62331,Entire home/apt,223,2,20,2022-03-13,3.33,1,276,20,R21000070412
51707312,Spacious vintage apartment,407843126,Julie,,Austin,41.89027,-87.76138,Entire home/apt,351,3,3,2021-10-11,0.47,3,52,3,R21000069913
51707379,CORNER KING BED 2BR/2BA W LAKE VIEW + BALCONY!,33127842,Kari,,Loop,41.88765,-87.61945,Entire home/apt,249,32,0,,,17,350,0,
51709203,Lovely furnished studio in South Shore w/queen bed,418337049,Myra,,South Shore,41.76483,-87.56569,Entire home/apt,86,2,3,2021-10-04,0.43,5,361,3,R19000074711
51710533,The Lil Cozy Room,418803746,Farid,,Belmont Cragin,41.92798,-87.74534,Private room,28,1,2,2021-12-22,0.47,2,340,2,R45678923104
51725687,Luxury Corner 2BR in Streeterville | Roof Deck | Lake Views,126179580,Staywell,,Near North Side,41.89958,-87.61998,Entire home/apt,267,2,32,2022-03-13,5.13,19,315,32,R21000070228
51725695,The Landmark: Bronzeville Row House & Rooftop Deck,43100816,Mar,,Grand Boulevard,41.82348,-87.6164,Entire home/apt,299,2,10,2022-03-08,1.55,2,349,10,R21000070288
51725971,420 friendly 3BR/2BA heaven with optional parking,395498979,Milan,,Near South Side,41.85428,-87.62487,Entire home/apt,242,2,25,2022-03-13,3.73,16,280,25,R21000021517
51728958,Cozy and modern one bedroom in lovely Mayfair!,419073897,Amanda Jean,,Albany Park,41.9666,-87.73485,Entire home/apt,99,3,9,2022-03-06,2.09,1,165,9,R21000070492
51731514,1-bedroom condo in the heart of Old Town,31213451,Jessica,,Near North Side,41.90935,-87.63258,Entire home/apt,131,32,0,,,1,0,0,
51735351,A1 Private Room by Chinatown,410504785,Ray,,Bridgeport,41.84337,-87.63884,Private room,41,2,13,2022-02-22,1.88,6,150,13,R21000069364
51735620,A3 Cozy Private Room/Private Bath by Chinatown,410504785,Ray,,Bridgeport,41.84333,-87.63888,Private room,41,2,12,2021-11-26,1.74,6,170,12,R21000069364
51735966,A2 Private Room by Chinatown,410504785,Ray,,Bridgeport,41.84378,-87.63928,Private room,42,2,8,2021-11-17,1.22,6,178,8,R21000069364
51741823,The Original Wrigleyville Coach House- 2 Story Private Unit,233682638,Chris,,Lake View,41.94149,-87.66832,Entire home/apt,183,2,1,2021-12-19,0.34,4,317,1,R18000032690
51741865,The Wrigleyville Garden- 200 Steps to Wrigley - Super Clean!,233682638,Chris,,Lake View,41.94662,-87.65911,Entire home/apt,168,3,0,,,4,327,0,R18000032690
51741911,The Wrigleyville Deluxe -Steps from Wrigley Sleeps 10,233682638,Chris,,Lake View,41.94896,-87.65978,Entire home/apt,427,4,0,,,4,299,0,R18000032690
51749780,Charming Bohemian style studio in Lakeview,264142310,Ashley,,Lake View,41.93499,-87.64377,Entire home/apt,85,3,21,2022-03-14,3.26,1,21,21,R21000069912
51751554,Studio with View of Skyline in Heart of Pilsen,34927938,Lucas,,Lower West Side,41.85898,-87.65198,Entire home/apt,63,3,20,2022-03-03,2.99,1,84,20,R21000069502
51762035,Comfortable furnished studio with bath & kitchen,418337049,Myra,,South Shore,41.76697,-87.56638,Entire home/apt,76,1,6,2022-02-16,1.01,5,362,6,R19000074711
51768262,Beautiful cozy one bedroom,128695316,Aundrea,,Near West Side,41.88275,-87.64293,Entire home/apt,190,2,10,2022-03-09,1.81,1,281,10,R12848505988
51770700,Fully equipped apartment home | 2 BR in Chicago,343006378,Casey,,Near South Side,41.86267,-87.62652,Entire home/apt,190,33,0,,,22,365,0,
51778071,by diversey harbor see the lake from your bedroom,1948879,Kate,,Lincoln Park,41.93255,-87.64031,Entire home/apt,135,32,0,,,2,365,0,
51779748,Luxurious One Bedroom Downtown Gem,382590084,Jae,,Near South Side,41.86317,-87.62819,Entire home/apt,179,1,11,2022-03-12,1.84,1,42,11,R21000070826
51781759,Loft Style Private Apt 4 (1 Room- 420 Friendly),71816766,Josh,,Rogers Park,41.99902242795123,-87.67174662168455,Private room,40,2,0,,,4,360,0,R17000014652
51787456,Luxury Condo w/Balcony~Steps from United Center,419497250,2 Level Up,,Near West Side,41.878304,-87.671997,Entire home/apt,255,2,16,2022-03-12,2.46,2,156,16,R21000070460
51797356,Charming 2 Bedroom  Apartment w/Private Entrance,47593189,Cynthia,,Irving Park,41.95198,-87.71767,Entire home/apt,117,3,7,2021-12-05,1.17,1,170,7,R21000070361
